Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",1,,Electron temperature,,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",2,,Proton temperature,,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",3,,Ion temperature,,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",4,,Parallel temperature,,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",5,,Perpendicular temperature,,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",6-191,,Reserved,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",192-254,,Reserved for local use,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",255,,Missing,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",0,,Velocity magnitude (speed),,,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",1,,1st vector component of velocity (coordinate system dependent),,,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",2,,2nd vector component of velocity (coordinate system dependent),,,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",3,,3rd vector component of velocity (coordinate system dependent),,,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",4-191,,Reserved,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",192-254,,Reserved for local use,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",255,,Missing,,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",0,,Particle number density,,,m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",1,,Electron density,,,m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",2,,Proton density,,,m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",3,,Ion density,,,m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",4,,Vertical total electron content,,,TECU,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",5,,HF absorption frequency,,,Hz,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",6,,HF absorption,,,dB,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",7,,Spread F,,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",8,,h'F,,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",9,,Critical frequency,,,Hz,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",10,,Maximal usable frequency (MUF),,,Hz,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",11,,Peak height (hm),,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",12,,Peak density (Nm),,,m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",13,,Equivalent slab thickness (tau),,,km,Operational
